name,categories,lat,lng,state,Asian,Chinese,Indo-Pak,Japanese,Korean,Thai,Vietnamese
Kum O Jung,Korean Restaurant,32.714786529541016,-83.64844512939453,GA,0,0,0,0,1,0,0
Mr Hong Kong,Chinese Restaurant,33.275981,-82.973584,GA,0,1,0,0,0,0,0
China Buffet,Chinese Restaurant,32.97392,-82.809053,GA,0,1,0,0,0,0,0
King Wok,Chinese Restaurant,32.730903,-82.71985,GA,0,1,0,0,0,0,0
China Buffet,Chinese Restaurant,32.97173220728613,-82.80943185332505,GA,0,1,0,0,0,0,0
Hunting Island Fish Market,Chinese Restaurant,33.42042548881285,-82.08052233101533,GA,0,1,0,0,0,0,0
Dragon Express Restuarant,Chinese Restaurant,33.44816466666666,-82.082314,GA,0,1,0,0,0,0,0
King Buffet,Asian Restaurant,33.004976005953864,-82.395596313604,GA,1,0,0,0,0,0,0
Hibachi&Grill,Asian Restaurant,33.423163089976285,-82.0196367420757,GA,1,0,0,0,0,0,0
Happy House Korean Restaurant,Korean Restaurant,33.4298949489299,-82.04349508757346,GA,0,0,0,0,1,0,0
Guang Hua Chinese Restaurant,Chinese Restaurant,33.42357,-82.01939,GA,0,1,0,0,0,0,0
Garden Cheng,Chinese Restaurant,33.39976112088712,-82.04810681232865,GA,0,1,0,0,0,0,0
Almond Express,Chinese Restaurant,33.439951216666664,-82.02400267,GA,0,1,0,0,0,0,0
Hong Kong,Chinese Restaurant,33.367597668550125,-81.99457908214598,GA,0,1,0,0,0,0,0
Seafood & More,Chinese Restaurant,33.43953901558625,-82.01957287130018,GA,0,1,0,0,0,0,0
Me-Me & Bo-Bo's,Chinese Restaurant,33.41178981281559,-82.13721556435527,GA,0,1,0,0,0,0,0
First China Garden,Chinese Restaurant,33.386919,-82.099446,GA,0,1,0,0,0,0,0
China Express II,Chinese Restaurant,33.41099353333333,-82.02606325,GA,0,1,0,0,0,0,0
China King,Chinese Restaurant,33.09916666666667,-82.00861111111111,GA,0,1,0,0,0,0,0
Golden China,Chinese Restaurant,33.09110999,-82.01750808,GA,0,1,0,0,0,0,0
China Wok,Chinese Restaurant,33.375531450489,-82.07463500956946,GA,0,1,0,0,0,0,0
Kong Wah Restaurant,Chinese Restaurant,33.424594,-82.018814,GA,0,1,0,0,0,0,0
New China,Chinese Restaurant,32.74688,-81.64545941666667,GA,0,1,0,0,0,0,0
"China express wrens, GA",Chinese Restaurant,33.21814178167229,-82.3777202611556,GA,0,1,0,0,0,0,0
New China Buffet,Chinese Restaurant,33.4090691,-82.02360252,GA,0,1,0,0,0,0,0
King Buffet Chinese Restaurant,Chinese Restaurant,33.45134,-82.06427,GA,0,1,0,0,0,0,0
Garden Cheng,Chinese Restaurant,33.39490775278183,-82.0422700369588,GA,0,1,0,0,0,0,0
China City,Chinese Restaurant,33.42434031951998,-82.05474643179032,GA,0,1,0,0,0,0,0
Jin's Buffet,Chinese Restaurant,33.08371523988724,-82.01160987058421,GA,0,1,0,0,0,0,0
Oriental Chinese,Chinese Restaurant,33.38096,-82.09195,GA,0,1,0,0,0,0,0
Hibachi Sishi,Japanese Restaurant,33.415785763064875,-82.02332518317657,GA,0,0,0,1,0,0,0
Hibachi Sushi Buffet,Japanese Restaurant,33.41599,-82.0233097,GA,0,0,0,1,0,0,0
Fuji Sushi And Steakhouse,Japanese Restaurant,33.09087,-82.013726,GA,0,0,0,1,0,0,0
Golden Hibachi,Japanese Restaurant,33.43984208,-82.01955914497375,GA,0,0,0,1,0,0,0
Fuji,Japanese Restaurant,33.09111367,-82.01719941,GA,0,0,0,1,0,0,0
Korean Food Express,Korean Restaurant,33.390714,-82.107828,GA,0,0,0,0,1,0,0
Golden Garden,Korean Restaurant,33.42065458650185,-82.0682950941586,GA,0,0,0,0,1,0,0
Golden Garden,Korean Restaurant,33.4206667255523,-82.0785067623733,GA,0,0,0,0,1,0,0
Mizu,Asian Restaurant,33.81002995669355,-84.88714786174178,GA,1,0,0,0,0,0,0
Hibachi Express,Asian Restaurant,34.01254301107524,-85.03158861252338,GA,1,0,0,0,0,0,0
Evergreen Chinese,Chinese Restaurant,33.59471339148022,-85.04556444144762,GA,0,1,0,0,0,0,0
Kobe Japanese Steakhouse,Japanese Restaurant,33.58520318771595,-85.05893023861445,GA,0,0,0,1,0,0,0
Sumo Japanese Restaurant,Japanese Restaurant,33.7334028210944,-84.89940658829336,GA,0,0,0,1,0,0,0
Lin's Garden Chinese & Japanese,Japanese Restaurant,33.730704179490985,-84.94104395267388,GA,0,0,0,1,0,0,0
Hong Kong Chinese,Chinese Restaurant,33.573447918712404,-85.0875670019236,GA,0,1,0,0,0,0,0
Tokyo Express,Japanese Restaurant,33.56036977232493,-85.07596564899585,GA,0,0,0,1,0,0,0
Lucky Buffet,Asian Restaurant,33.58963453609087,-85.05062157629084,GA,1,0,0,0,0,0,0
Sora’s Kitchen,Asian Restaurant,33.701512,-85.155425,GA,1,0,0,0,0,0,0
Nama,Asian Restaurant,33.580238,-85.074793,GA,1,0,0,0,0,0,0
Chop Chop Take-Out,Asian Restaurant,33.5871256677499,-85.0998609050369,GA,1,0,0,0,0,0,0
Panda Garden,Chinese Restaurant,33.91035664309632,-84.82227298508356,GA,0,1,0,0,0,0,0
China Wok,Chinese Restaurant,33.81865939497808,-84.81350583466431,GA,0,1,0,0,0,0,0
Dollar Scoop,Chinese Restaurant,33.589653,-85.05038,GA,0,1,0,0,0,0,0
Mr. Eggroll,Chinese Restaurant,34.18107459283648,-84.8238671947935,GA,0,1,0,0,0,0,0
China One,Chinese Restaurant,34.044844,-85.2392052,GA,0,1,0,0,0,0,0
Best China,Chinese Restaurant,34.14775200022306,-84.83275931376429,GA,0,1,0,0,0,0,0
Cathy's Asian Fusion,Chinese Restaurant,33.563941667871696,-85.04271240768364,GA,0,1,0,0,0,0,0
No. 1 China,Chinese Restaurant,34.044925525914,-85.23932276729222,GA,0,1,0,0,0,0,0
China Wok,Chinese Restaurant,33.73314190297394,-84.89864932841407,GA,0,1,0,0,0,0,0
Chef Chen,Chinese Restaurant,34.01829020949062,-85.25243527434056,Georgia,0,1,0,0,0,0,0
Fortune Star,Chinese Restaurant,33.72044956313378,-85.02600498672508,GA,0,1,0,0,0,0,0
New China,Chinese Restaurant,33.585367611600695,-85.05876466038549,GA,0,1,0,0,0,0,0
China,Chinese Restaurant,33.560758,-85.076833,GA,0,1,0,0,0,0,0
China,Chinese Restaurant,33.55378812226032,-85.07551332242377,GA,0,1,0,0,0,0,0
Hot Bowls,Chinese Restaurant,33.57863235473633,-85.09783935546875,Georgia,0,1,0,0,0,0,0
Grand Buffet,Chinese Restaurant,33.56666691051235,-85.07585380950039,GA,0,1,0,0,0,0,0
Chopsticks,Chinese Restaurant,33.706600327237894,-85.16202184554835,GA,0,1,0,0,0,0,0
Lee's Chinese Restaurant,Chinese Restaurant,33.58634853322854,-85.09937497904946,GA,0,1,0,0,0,0,0
Kong Long,Chinese Restaurant,33.72770315515897,-84.93852750918796,GA,0,1,0,0,0,0,0
House Of China,Chinese Restaurant,33.99665057659149,-85.04171133041382,GA,0,1,0,0,0,0,0
Osaka Japanese Steakhouse,Japanese Restaurant,33.57453515433208,-85.0839907865776,GA,0,0,0,1,0,0,0
Magic Wok,Chinese Restaurant,33.74410183874182,-85.28589992526096,GA,0,1,0,0,0,0,0
Hibachi Express,Japanese Restaurant,34.01831187416229,-85.25394649946094,GA,0,0,0,1,0,0,0
Kobe,Japanese Restaurant,33.63722148909814,-85.03777566751198,GA,0,0,0,1,0,0,0
Hibachi Express,Japanese Restaurant,33.587124,-85.058467,GA,0,0,0,1,0,0,0
Noodle,Asian Restaurant,33.65440541636192,-84.44965046221365,GA,1,0,0,0,0,0,0
Malaya,Asian Restaurant,33.80992974955863,-84.41641808404029,GA,1,0,0,0,0,0,0
Hot Cafe,Asian Restaurant,33.611082316584834,-84.43631087270174,GA,1,0,0,0,0,0,0
P.F. Chang's,Asian Restaurant,33.64071556171471,-84.43928128477637,GA,1,0,0,0,0,0,0
Taste of Thai,Thai Restaurant,33.7258599833185,-84.73627987500706,GA,0,0,0,0,0,1,0
KiKu Japanese Steak & Seafood House,Japanese Restaurant,33.65838734916072,-84.50179250260527,GA,0,0,0,1,0,0,0
Han's Chinese,Chinese Restaurant,33.72190479566546,-84.4654144735009,GA,0,1,0,0,0,0,0
Panda Express,Chinese Restaurant,33.657646099089675,-84.50046237131036,GA,0,1,0,0,0,0,0
Chef Chen,Chinese Restaurant,33.831653184143164,-84.4932624172113,GA,0,1,0,0,0,0,0
China Express,Chinese Restaurant,33.75032360153781,-84.73173760041915,GA,0,1,0,0,0,0,0
China Garden,Chinese Restaurant,33.724062593338566,-84.73582209971926,GA,0,1,0,0,0,0,0
Happy Buddha,Chinese Restaurant,33.65954432827926,-84.43686774109995,GA,0,1,0,0,0,0,0
Mulan Cascade,Chinese Restaurant,33.72212650908935,-84.50936357132288,GA,0,1,0,0,0,0,0
Pei Wei Asian Diner,Asian Restaurant,33.639879881302086,-84.41969644530562,GA,1,0,0,0,0,0,0
Han's Chinese Food,Chinese Restaurant,33.77704611886855,-84.47431858950038,GA,0,1,0,0,0,0,0
Hong Kong City,Chinese Restaurant,33.73816618029647,-84.41439150788719,GA,0,1,0,0,0,0,0
Papa Chow,Asian Restaurant,33.65622660277654,-84.51381672547977,GA,1,0,0,0,0,0,0
Atlantic Buffet,Asian Restaurant,33.729723488993336,-84.76035530318332,GA,1,0,0,0,0,0,0
Nikko Japanese Steakhouse & Sushi,Japanese Restaurant,33.48936095221598,-84.58590572815525,GA,0,0,0,1,0,0,0
New Dragon,Chinese Restaurant,33.811078561733716,-84.4258152094655,GA,0,1,0,0,0,0,0
New Han's Chinese Restaurant,Chinese Restaurant,33.83575821318145,-84.57490390193995,GA,0,1,0,0,0,0,0
One Flew South Restaurant & Sushi Bar,Japanese Restaurant,33.64093541637026,-84.42590997894764,GA,0,0,0,1,0,0,0
Panda Express,Chinese Restaurant,33.5608154734347,-84.41434590005495,GA,0,1,0,0,0,0,0
Panda Wok,Chinese Restaurant,33.68001967516797,-84.41756149217052,GA,0,1,0,0,0,0,0
Wasabi Japanese Cuisine,Japanese Restaurant,33.72633248287678,-84.7619697505373,GA,0,0,0,1,0,0,0
China Express - Cascade Heights,Chinese Restaurant,33.725200071994074,-84.51162233807297,GA,0,1,0,0,0,0,0
China Inn,Chinese Restaurant,33.805471681799915,-84.52637454882591,GA,0,1,0,0,0,0,0
Kiku Japanese Steakhouse,Japanese Restaurant,33.4800805874891,-84.44713856907532,GA,0,0,0,1,0,0,0
King Buffet,Chinese Restaurant,33.72864641119299,-84.75260295216816,GA,0,1,0,0,0,0,0
Han's II,Chinese Restaurant,33.688372080998704,-84.48859721887544,GA,0,1,0,0,0,0,0
Zab-E-Lee Thai & Sushi,Thai Restaurant,33.623657961513366,-84.47635968325763,GA,0,0,0,0,0,1,0
Chinese Pagoda,Chinese Restaurant,33.72689045735476,-84.7640965913445,GA,0,1,0,0,0,0,0
Panda Express,Chinese Restaurant,33.768862539472266,-84.55154641348614,Georgia,0,1,0,0,0,0,0
Hunan Chinese Restaurant,Chinese Restaurant,33.752295906239446,-84.73210496014315,GA,0,1,0,0,0,0,0
City Buffet,Asian Restaurant,33.55924342541802,-84.41572303203415,GA,1,0,0,0,0,0,0
China East,Chinese Restaurant,33.732857622839425,-84.75858362172701,GA,0,1,0,0,0,0,0
Daruma,Japanese Restaurant,33.730075123816086,-84.7405140128737,GA,0,0,0,1,0,0,0
Panda Express,Chinese Restaurant,33.64080788827975,-84.42561706308123,GA,0,1,0,0,0,0,0
Sakura Sushi & Grill,Japanese Restaurant,33.72398961123138,-84.73588149853184,GA,0,0,0,1,0,0,0
Hankook Taqueria,Korean Restaurant,33.81144449101696,-84.43160027846834,GA,0,0,0,0,1,0,0
YoiYoi Steakhouse & Sushi,Japanese Restaurant,33.80989609114337,-84.41599172026307,GA,0,0,0,1,0,0,0
BonChon,Korean Restaurant,33.479774372115266,-84.43947046037103,GA,0,0,0,0,1,0,0
New China,Chinese Restaurant,33.78956276362995,-84.62093492287293,GA,0,1,0,0,0,0,0
Asian Chao,Asian Restaurant,33.64082017893836,-84.43617852210839,GA,1,0,0,0,0,0,0
Mulan Asian Cuisine,Chinese Restaurant,33.72188810800388,-84.50933556243103,GA,0,1,0,0,0,0,0
Mandarin Express,Asian Restaurant,33.728320418200916,-84.74454574137619,GA,1,0,0,0,0,0,0
Asian Chao (Concourse D),Asian Restaurant,33.642086,-84.429565,GA,1,0,0,0,0,0,0
Lucky Panda,Chinese Restaurant,33.775337,-84.471863,GA,0,1,0,0,0,0,0
Fried Rice King,Asian Restaurant,33.55324314752517,-84.46502445295457,GA,1,0,0,0,0,0,0
Hibachi Japan,Japanese Restaurant,33.824,-84.57469,GA,0,0,0,1,0,0,0
Golden Crown,Chinese Restaurant,33.601457351273204,-84.42755231156598,GA,0,1,0,0,0,0,0
China Cafeteria,Chinese Restaurant,33.73882178797798,-84.43463086100911,GA,0,1,0,0,0,0,0
Bei Jin,Chinese Restaurant,33.768871643721454,-84.59991704810827,GA,0,1,0,0,0,0,0
China 88,Chinese Restaurant,33.611787009869296,-84.60964399106162,GA,0,1,0,0,0,0,0
China Cafe 7,Chinese Restaurant,33.60624721666667,-84.43482655,GA,0,1,0,0,0,0,0
Grand Buffet,Chinese Restaurant,33.76593216227685,-84.53007328261836,GA,0,1,0,0,0,0,0
Teriyaki Experience,Japanese Restaurant,33.640572676766986,-84.4447791650813,GA,0,0,0,1,0,0,0
China One,Chinese Restaurant,33.60667293248994,-84.44485518691707,GA,0,1,0,0,0,0,0
Umai Zushi,Japanese Restaurant,33.64099409955469,-84.43256794710261,GA,0,0,0,1,0,0,0
Asian Chao,Asian Restaurant,33.637930792591774,-84.43914117234618,GA,1,0,0,0,0,0,0
China Cafeteria,Chinese Restaurant,33.82553519190547,-84.49070700237628,GA,0,1,0,0,0,0,0
Hong Kong Dollar Scoop,Chinese Restaurant,33.720272,-84.765434,GA,0,1,0,0,0,0,0
China Palace,Chinese Restaurant,33.70625160186207,-84.77789666097452,GA,0,1,0,0,0,0,0
China Cafeteria,Chinese Restaurant,33.7602375297715,-84.50603480733403,GA,0,1,0,0,0,0,0
Dragon China,Chinese Restaurant,33.59711587,-84.49836906,GA,0,1,0,0,0,0,0
China Wok,Chinese Restaurant,33.653181,-84.449557,GA,0,1,0,0,0,0,0
Hans II Chinese Food,Chinese Restaurant,33.667080881098315,-84.46519235892511,GA,0,1,0,0,0,0,0
China Garden,Chinese Restaurant,33.569132559703206,-84.54413080314555,GA,0,1,0,0,0,0,0
Dragon House,Chinese Restaurant,33.52899347823966,-84.57532256270952,GA,0,1,0,0,0,0,0
Great Wall,Chinese Restaurant,33.72927018120963,-84.57289029189333,GA,0,1,0,0,0,0,0
Hong Kong City,Chinese Restaurant,33.75192073,-84.468223,GA,0,1,0,0,0,0,0
Main Moon Chinese,Chinese Restaurant,33.79877070775831,-84.75575009044216,GA,0,1,0,0,0,0,0
Great China Chinese Restaurant,Chinese Restaurant,33.54852770207696,-84.41647131461406,GA,0,1,0,0,0,0,0
China Express,Chinese Restaurant,33.57314487112746,-84.41536615622978,GA,0,1,0,0,0,0,0
China House Restaurant,Chinese Restaurant,33.56591931,-84.58362221717834,GA,0,1,0,0,0,0,0
Grand Buffet,Chinese Restaurant,33.47002111869865,-84.44839010606962,GA,0,1,0,0,0,0,0
Great Wall Chinese,Chinese Restaurant,33.798561,-84.64059,GA,0,1,0,0,0,0,0
Panda Express,Chinese Restaurant,33.731450829626574,-84.73660374484315,GA,0,1,0,0,0,0,0
Mandarin Express,Chinese Restaurant,33.64070786263882,-84.43609666868748,GA,0,1,0,0,0,0,0
Hibachi Man,Japanese Restaurant,33.838974,-84.481318,GA,0,0,0,1,0,0,0
Extreme Teriyaki,Japanese Restaurant,33.72498321533203,-84.50906372070312,GA,0,0,0,1,0,0,0
Ninja Japan,Japanese Restaurant,33.568665,-84.54426,GA,0,0,0,1,0,0,0
Sarku Japan,Japanese Restaurant,33.72829363212867,-84.74452063751407,GA,0,0,0,1,0,0,0
The Lobby Bar,Japanese Restaurant,33.626347671099175,-84.46036073262594,GA,0,0,0,1,0,0,0
Toyko Express,Japanese Restaurant,33.78696,-84.619125,GA,0,0,0,1,0,0,0
Dua Vietnamese Restaurant,Vietnamese Restaurant,33.661373,-84.414219,GA,0,0,0,0,0,0,1
Bonchon - Fayetteville,Korean Restaurant,33.4798238,-84.4395607,GA,0,0,0,0,1,0,0
Legend Cafe,Chinese Restaurant,33.616286001057816,-84.47215173284941,GA,0,1,0,0,0,0,0
Pho Lanxang,Vietnamese Restaurant,33.63023358944029,-84.35681444939306,GA,0,0,0,0,0,0,1
Kazu,Asian Restaurant,33.554431327911765,-84.25631162861026,GA,1,0,0,0,0,0,0
Fusion House (the old Bamboo Stix),Asian Restaurant,33.57764070492826,-84.41247279095397,GA,1,0,0,0,0,0,0
Golden Gate,Chinese Restaurant,33.63584796380687,-84.35963300561288,GA,0,1,0,0,0,0,0
Wok Asian Stir Fry,Chinese Restaurant,33.5612028935678,-84.32305598180965,GA,0,1,0,0,0,0,0
Panda Express,Chinese Restaurant,33.563592002668706,-84.32440461233547,GA,0,1,0,0,0,0,0
Pho Dai Loi - Forest Park,Vietnamese Restaurant,33.64387375498953,-84.36403561530216,GA,0,0,0,0,0,0,1
VN Pho,Vietnamese Restaurant,33.5816919950882,-84.34032764559893,GA,0,0,0,0,0,0,1
Grand Buffet,Chinese Restaurant,33.572009409902556,-84.34761345588188,GA,0,1,0,0,0,0,0
II DUA Vietnamese Restaurant,Vietnamese Restaurant,33.473128343798436,-84.34132332255649,GA,0,0,0,0,0,0,1
China King,Chinese Restaurant,33.56230878892001,-84.32513307839048,GA,0,1,0,0,0,0,0
Lee's Golden Buddha,Japanese Restaurant,33.56446184143177,-84.34485031879107,GA,0,0,0,1,0,0,0
Hibachi Grill,Japanese Restaurant,33.57883060104179,-84.37474278469303,GA,0,0,0,1,0,0,0
China House,Chinese Restaurant,33.554524392655296,-84.23265270252337,GA,0,1,0,0,0,0,0
Flavors of Thailand,Thai Restaurant,33.53725019973187,-84.36363932544265,GA,0,0,0,0,0,1,0
China City,Chinese Restaurant,33.53864375818094,-84.36432715412168,GA,0,1,0,0,0,0,0
New China Wing,Chinese Restaurant,33.61567623582562,-84.35091091931955,GA,0,1,0,0,0,0,0
Little Pho Hut,Vietnamese Restaurant,33.576332092285156,-84.41329956054688,GA,0,0,0,0,0,0,1
Mandarin Express,Asian Restaurant,33.57555111236597,-84.3523589720463,GA,1,0,0,0,0,0,0
International Buffet,Asian Restaurant,33.54952236178188,-84.27314673245846,GA,1,0,0,0,0,0,0
J & J BBQ & Grill,Asian Restaurant,33.57772848843662,-84.35181980762718,GA,1,0,0,0,0,0,0
Fuji Express,Japanese Restaurant,33.50426252814916,-84.23538871134735,GA,0,0,0,1,0,0,0
China Cafe Waikiki,Chinese Restaurant,33.503172397613525,-84.237873,GA,0,1,0,0,0,0,0
China Wok,Chinese Restaurant,33.50794427630606,-84.22879292309145,GA,0,1,0,0,0,0,0
Trang Tien,Vietnamese Restaurant,33.58338863716617,-84.33650722964272,GA,0,0,0,0,0,0,1
Tokyo Japanese Steakhouse,Japanese Restaurant,33.55227022469167,-84.27046806391138,GA,0,0,0,1,0,0,0
Golden Buddha & Peach Garden MoMoYa,Japanese Restaurant,33.564525415776004,-84.34508800506592,GA,0,0,0,1,0,0,0
Kung Fu Wings,Chinese Restaurant,33.59431806093855,-84.40848724771358,GA,0,1,0,0,0,0,0
Taste of Thailand,Thai Restaurant,33.52156449808136,-84.36332005825975,GA,0,0,0,0,0,1,0
Tokyo express,Japanese Restaurant,33.57891939571997,-84.35234870229382,GA,0,0,0,1,0,0,0
China Cafeteria,Chinese Restaurant,33.572693,-84.351296,GA,0,1,0,0,0,0,0
Great Wall Chinese Restaurant,Chinese Restaurant,33.58356171523175,-84.31572495,GA,0,1,0,0,0,0,0
pacific grill and buffet,Chinese Restaurant,33.57055680771815,-84.345693527148,GA,0,1,0,0,0,0,0
China One,Chinese Restaurant,33.61751921162046,-84.24474208346268,GA,0,1,0,0,0,0,0
China Lily,Chinese Restaurant,33.6199289560318,-84.23991858959198,GA,0,1,0,0,0,0,0
China Star,Chinese Restaurant,33.635494,-84.290857,Georgia,0,1,0,0,0,0,0
New China Cafeteria,Chinese Restaurant,33.62080684992436,-84.30819795486,GA,0,1,0,0,0,0,0
Hong Kong Express,Chinese Restaurant,33.630214,-84.385729,GA,0,1,0,0,0,0,0
Chinese Fast Food,Chinese Restaurant,33.54386,-84.23356874,GA,0,1,0,0,0,0,0
Great Wall,Chinese Restaurant,33.5515525744177,-84.2757797241211,GA,0,1,0,0,0,0,0
China Cafe III,Chinese Restaurant,33.50316505527024,-84.23786080142028,GA,0,1,0,0,0,0,0
China Wang,Chinese Restaurant,33.56384510175151,-84.41110348230734,GA,0,1,0,0,0,0,0
Tea Pot Chinese Cafe,Chinese Restaurant,33.57570469379425,-84.28164303302765,GA,0,1,0,0,0,0,0
Kadzu Chinese Restaurant,Chinese Restaurant,33.55414573687672,-84.25623312198667,GA,0,1,0,0,0,0,0
hibachi grill,Chinese Restaurant,33.54984662695767,-84.25568793930589,GA,0,1,0,0,0,0,0
China Wok,Chinese Restaurant,33.47166251208586,-84.33778439670328,GA,0,1,0,0,0,0,0
3 Dollar Cafe,Chinese Restaurant,33.57278060913086,-84.35103607177734,GA,0,1,0,0,0,0,0
China Cafe 2,Chinese Restaurant,33.545022,-84.403144,GA,0,1,0,0,0,0,0
Eddies 2 Go,Chinese Restaurant,33.52916764961073,-84.24739794538958,GA,0,1,0,0,0,0,0
China A,Chinese Restaurant,33.51889572346563,-84.36615477092762,GA,0,1,0,0,0,0,0
China Spring,Chinese Restaurant,33.54063590251965,-84.36606236469554,GA,0,1,0,0,0,0,0
China Spring,Chinese Restaurant,33.537365721273055,-84.36691455001362,GA,0,1,0,0,0,0,0
Hong Kong City,Chinese Restaurant,33.600777630779604,-84.3374241651417,GA,0,1,0,0,0,0,0
Hong Kong King Buffet,Chinese Restaurant,33.55388805932312,-84.263157,GA,0,1,0,0,0,0,0
Hong Kong Cafe,Chinese Restaurant,33.46596023187628,-84.2156817175291,GA,0,1,0,0,0,0,0
Bamboo Panda,Chinese Restaurant,33.58281141932601,-84.41237051876821,GA,0,1,0,0,0,0,0
Sushi China Cafe,Chinese Restaurant,33.57186113596324,-84.33962710536781,GA,0,1,0,0,0,0,0
Dragon Garden,Chinese Restaurant,33.54216644667279,-84.28332137791502,GA,0,1,0,0,0,0,0
Taste Of Thailand,Thai Restaurant,33.531238,-84.354487,GA,0,0,0,0,0,1,0
Nam Oy,Thai Restaurant,33.60457898375738,-84.35543468252887,GA,0,0,0,0,0,1,0
Fusion House Thai Restaurant,Thai Restaurant,33.577523534475866,-84.41251414870776,GA,0,0,0,0,0,1,0
Flaming wok,Thai Restaurant,33.591632,-84.376499,GA,0,0,0,0,0,1,0
Hikari,Japanese Restaurant,33.582933508479606,-84.41240642628601,GA,0,0,0,1,0,0,0
Fuji Express,Japanese Restaurant,33.50875385346386,-84.23623811065994,GA,0,0,0,1,0,0,0
Crack House,Asian Restaurant,33.57170335907885,-84.40862062719636,GA,1,0,0,0,0,0,0
Rock N Roll Sushi,Japanese Restaurant,33.504036,-84.23834,GA,0,0,0,1,0,0,0
Sushi en Subs,Korean Restaurant,33.611828,-84.402304,GA,0,0,0,0,1,0,0
Huynh-Ky Noodle House,Vietnamese Restaurant,33.58364603202921,-84.33858562952406,GA,0,0,0,0,0,0,1
Pho Ngon So 1,Vietnamese Restaurant,33.60937595063418,-84.34425849224291,GA,0,0,0,0,0,0,1
Orange Ave Cafe,Korean Restaurant,33.566732,-84.326016,GA,0,0,0,0,1,0,0
Eat More Korean,Korean Restaurant,33.566515,-84.326349,GA,0,0,0,0,1,0,0
Insee Thai Asian Cuisine,Thai Restaurant,33.51381999553917,-84.21376509901641,GA,0,0,0,0,0,1,0
Sabiang Thai,Thai Restaurant,33.49891876430702,-84.18193482710065,GA,0,0,0,0,0,1,0
Yuki Japanese Restaurant,Japanese Restaurant,33.46204380627603,-84.21431199971617,GA,0,0,0,1,0,0,0
Thai Garden,Thai Restaurant,33.516789447638985,-84.19141527798736,GA,0,0,0,0,0,1,0
Umi Japanese Steak House & Sushi Bar,Japanese Restaurant,33.514074332099355,-84.21151978024969,GA,0,0,0,1,0,0,0
China Star,Chinese Restaurant,33.489671245451866,-84.1754611030971,GA,0,1,0,0,0,0,0
China Star,Chinese Restaurant,33.6173721272438,-84.08066935108496,GA,0,1,0,0,0,0,0
China King,Chinese Restaurant,33.50664593333333,-84.14217565,GA,0,1,0,0,0,0,0
Taste Of Thailand,Thai Restaurant,33.51377156666667,-84.21361486666666,GA,0,0,0,0,0,1,0
Umi Sushi,Japanese Restaurant,33.51414142382622,-84.20887106308803,GA,0,0,0,1,0,0,0
Octopus Bar,Asian Restaurant,33.73963581400121,-84.34567080881718,GA,1,0,0,0,0,0,0
Spoon,Thai Restaurant,33.733804070860984,-84.3498370373418,GA,0,0,0,0,0,1,0
Yum's,Chinese Restaurant,33.72258434033923,-84.39297509171163,GA,0,1,0,0,0,0,0
So Ba Vietnamese Restaurant,Vietnamese Restaurant,33.739440082949315,-84.34570625725641,GA,0,0,0,0,0,0,1
EAV Thai and Sushi,Thai Restaurant,33.741193749543136,-84.34656866879939,GA,0,0,0,0,0,1,0
Buffalo China,Chinese Restaurant,33.742998407555774,-84.35546053706365,GA,0,1,0,0,0,0,0
China King,Chinese Restaurant,33.72188653286058,-84.34820136939453,GA,0,1,0,0,0,0,0
Thai Heaven,Thai Restaurant,33.65923702682215,-84.40934704328579,GA,0,0,0,0,0,1,0
Burger Win,Chinese Restaurant,33.74299752480604,-84.34899957947809,GA,0,1,0,0,0,0,0
We Suki Suki,Vietnamese Restaurant,33.74104554642495,-84.34640956104303,GA,0,0,0,0,0,0,1
Gaja Restaurant &  Bar,Korean Restaurant,33.74051505252655,-84.3461909512971,GA,0,0,0,0,1,0,0
Chico & Chang,Asian Restaurant,33.74082,-84.358177,GA,1,0,0,0,0,0,0
Mai Kind Of Brunch,Asian Restaurant,33.741079,-84.346358,GA,1,0,0,0,0,0,0
Chop Chop Next,Asian Restaurant,33.741085,-84.3466,GA,1,0,0,0,0,0,0
City Garden Chinese Restaurant,Chinese Restaurant,33.65800760060864,-84.40715868698396,GA,0,1,0,0,0,0,0
Mushi Ni Baos & Bowls,Chinese Restaurant,33.741035,-84.346435,GA,0,1,0,0,0,0,0
Bistro Asia,Chinese Restaurant,33.65708291530609,-84.40342905592425,GA,0,1,0,0,0,0,0
Fried Rice King Jr.,Chinese Restaurant,33.680924309117145,-84.4018486711179,GA,0,1,0,0,0,0,0
Lunch box,Chinese Restaurant,33.71568871778553,-84.39493881906071,GA,0,1,0,0,0,0,0
Sushi Burri,Japanese Restaurant,33.74103156161105,-84.34650974442943,GA,0,0,0,1,0,0,0
Wiggle Room,Asian Restaurant,33.653752678466645,-84.3973130766135,GA,1,0,0,0,0,0,0
Lifting Noodles Ramen,Japanese Restaurant,33.741054,-84.346648,GA,0,0,0,1,0,0,0
Dragon Restaurant,Chinese Restaurant,33.70937675645914,-84.21843108460685,GA,0,1,0,0,0,0,0
China Cafeteria,Chinese Restaurant,33.71479685126335,-84.21683854626912,GA,0,1,0,0,0,0,0
Wonder Wok,Chinese Restaurant,33.73859557666669,-84.28028304834085,Georgia,0,1,0,0,0,0,0
Imperial Of China,Chinese Restaurant,33.73687543849144,-84.21703926370648,GA,0,1,0,0,0,0,0
